LevelName	TileName	Style	StartSequence	EndSequence	Type1	Cel1	Type2	Cel2	Type2	Cel3	Type4	Cel4
2 Lair	wr	1	0	3	M_WR	340		-1		-1		-1
2 Lair	wl	1	0	3	M_WL	341		-1		-1		-1
2 Lair	wl	0	7	7	M_WL_0_7	342		-1		-1		-1
2 Lair	wtll	0	0	0	M_UL_0_0	343		-1		-1		-1
2 Lair	wr	0	7	7	M_WR_0_7	344		-1		-1		-1
2 Lair	wtll	1	0	0	M_UL_1_0	345		-1		-1		-1
2 Lair	wl	0	5	5	M_WL_0_5	346		-1		-1		-1
2 Lair	wl	0	4	4	M_WL_0_4	347		-1		-1		-1
2 Lair	wr	1	4	4	M_WR_1_4	348		-1		-1		-1
2 Lair	wbl	1	0	0	M_LL_1_0	349		-1		-1		-1
2 Lair	wl	1	4	4	M_WL_1_4	350		-1		-1		-1
2 Lair	wr	0	4	4	M_WR_0_4	351		-1		-1		-1
2 Lair	wr	0	5	5	M_WR_0_5	352		-1		-1		-1
2 Lair	wl	1	5	5	M_WL_1_5	353		-1		-1		-1
2 Lair	wtr	0	1	1	M_UR_0_1	354		-1		-1		-1
2 Lair	wr	1	5	5	M_WR_1_5	355		-1		-1		-1
2 Lair	wr	1	6	6	M_WR_1_6	356		-1		-1		-1
2 Lair	wr	1	7	7	M_WR_1_7	357		-1		-1		-1
2 Lair	wl	1	6	6	M_WL_1_6	359		-1		-1		-1
2 Lair	wl	1	7	7	M_WL_1_7	360		-1		-1		-1
2 Lair	wr	0	6	6	M_WR_0_6	361		-1		-1		-1
2 Lair	wl	0	6	6	M_WL_0_6	363		-1		-1		-1
2 Lair	wrd	0	0	0	M_WR	340		-1		-1		-1
2 Lair	wrd	0	1	1	M_WBR	369		-1		-1		-1
2 Lair	wrd	0	2	2	M_WBL	370		-1		-1		-1
2 Lair	wld	0	0	0	M_WTR	371		-1		-1		-1
2 Lair	wld	0	2	2	M_WL	341		-1		-1		-1
2 Lair	wr	2	0	3	M_WR	340		-1		-1		-1
2 Lair	wl	2	0	3	M_WL	341		-1		-1		-1
2 Lair	wtlr	2	2	2	M_UL_1_0	345		-1		-1		-1
2 Lair	wtll	2	3	3	M_UL_1_0	345		-1		-1		-1
2 Lair	wtlr	2	0	0	M_WBL	370		-1		-1		-1
2 Lair	wtll	2	1	1	M_UL_21	372		-1		-1		-1
2 Lair	wtr	2	0	0	M_WBL	370		-1		-1		-1
2 Lair	wre	0	0	0	M_RE_00	366		-1		-1		-1
2 Lair	wre	0	1	1	M_RE_01	367		-1		-1		-1
2 Lair	co	0	0	1	M_CO	368		-1		-1		-1
2 Lair	fl	22	0	0	L_FLE 1	206		-1		-1		-1
2 Lair	fl	22	1	1	L_FLE 2	207		-1		-1		-1
2 Lair	fl	22	2	2	L_FLE 3	208		-1		-1		-1
2 Lair	fl	22	3	3	L_FLE 4	209		-1		-1		-1
2 Tomb	fl	0	23	23	Waypoint	307		-1		-1		-1
2 Tomb	wr	0	-1	-1	Tmb_WR A	240		-1		-1		-1
2 Tomb	wl	0	-1	-1	Tmb_WL A	241		-1		-1		-1
2 Tomb	wtlr	0	-1	-1	Tmb_WTLL	244		-1		-1		-1
2 Tomb	wtll	0	-1	-1	Tmb_WTLL	244		-1		-1		-1
2 Tomb	wbr	0	-1	-1	Tmb_WBR	245		-1		-1		-1
2 Tomb	wtr	0	-1	-1	Tmb_WTR	243		-1		-1		-1
2 Tomb	wbl	0	-1	-1	Tmb_WBL	242		-1		-1		-1
2 Tomb	wre	0	-1	-1	Tmb_WRE 1	248		-1		-1		-1
2 Tomb	wle	0	-1	-1	Tmb_WLE 1	249		-1		-1		-1
2 Tomb	wr	2	3	3	Tmb_WR A	240		-1		-1		-1
2 Tomb	wrd	2	4	4	Tmb_WRD 1	246		-1		-1		-1
2 Tomb	wr	2	5	5	Tmb_WR A	240		-1		-1		-1
2 Tomb	wl	2	0	0	Tmb_WL A	241		-1		-1		-1
2 Tomb	wld	2	1	1	Tmb_WLD 1	247		-1		-1		-1
2 Tomb	wl	2	2	2	Tmb_WL A	241		-1		-1		-1
2 Tomb	wre	2	-1	-1	Tmb_WRE 1	248		-1		-1		-1
2 Tomb	wbl	2	3	3	Tmb_WBL	242		-1		-1		-1
2 Tomb	wbl	2	5	5	Tmb_WBL	242		-1		-1		-1
2 Tomb	wtll	2	3	11	Tmb_WTLL	244		-1		-1		-1
2 Tomb	wtlr	2	3	11	Tmb_WTLL	244		-1		-1		-1
2 Tomb	wr	1	-1	-1	Tmb_WR A	240		-1		-1		-1
2 Tomb	wl	1	-1	-1	Tmb_WL A	241		-1		-1		-1
2 Tomb	wtlr	1	-1	-1	Tmb_WTLL	244		-1		-1		-1
2 Tomb	wtll	1	-1	-1	Tmb_WTLL	244		-1		-1		-1
2 Tomb	wbr	1	-1	-1	Tmb_WBR	245		-1		-1		-1
2 Tomb	wtr	1	-1	-1	Tmb_WTR	243		-1		-1		-1
2 Tomb	wbl	1	-1	-1	Tmb_WBL	242		-1		-1		-1
2 Tomb	wrd	2	-1	-1	Tmb_WRD 1	246		-1		-1		-1
2 Tomb	wre	4	-1	-1	Tmb_WRE 1	248		-1		-1		-1
2 Tomb	wle	4	-1	-1	Tmb_WLE 1	249		-1		-1		-1
2 Tomb	wr	5	-1	-1	Tmb_WR A	240		-1		-1		-1
2 Tomb	wl	5	-1	-1	Tmb_WL A	241		-1		-1		-1
2 Tomb	wtlr	5	-1	-1	Tmb_WTLL	244		-1		-1		-1
2 Tomb	wtll	5	-1	-1	Tmb_WTLL	244		-1		-1		-1
2 Tomb	wbr	5	-1	-1	Tmb_WBR	245		-1		-1		-1
2 Tomb	wtr	5	-1	-1	Tmb_WTR	243		-1		-1		-1
2 Tomb	wbl	5	-1	-1	Tmb_WBL	242		-1		-1		-1
2 Tomb	wr	6	-1	-1	Tmb_WR A	240		-1		-1		-1
2 Tomb	wl	6	-1	-1	Tmb_WL A	241		-1		-1		-1
2 Tomb	wtlr	6	-1	-1	Tmb_WTLL	244		-1		-1		-1
2 Tomb	wtll	6	-1	-1	Tmb_WTLL	244		-1		-1		-1
2 Tomb	wbr	6	-1	-1	Tmb_WBR	245		-1		-1		-1
2 Tomb	wtr	6	-1	-1	Tmb_WTR	243		-1		-1		-1
2 Tomb	wbl	6	-1	-1	Tmb_WBL	242		-1		-1		-1
2 Tomb	wrd	6	3	3	Tmb_WRD 1	246		-1		-1		-1
2 Tomb	wrd	6	4	4	Tmb_WR A	240		-1		-1		-1
2 Tomb	wrd	6	0	2	Tmb_WRD 1	246		-1		-1		-1
2 Tomb	wld	6	0	0	Tmb_WL A	241		-1		-1		-1
2 Tomb	wld	6	1	1	Tmb_WLD 1	247		-1		-1		-1
2 Tomb	wld	6	2	2	Tmb_WL A	241		-1		-1		-1
2 Tomb	co	0	0	0	Tmb_CO	250		-1		-1		-1
2 Tomb	wr	7	-1	-1	Tmb_WR A	240		-1		-1		-1
2 Tomb	wl	7	-1	-1	Tmb_WL A	241		-1		-1		-1
2 Tomb	wtlr	7	-1	-1	Tmb_WTLL	244		-1		-1		-1
2 Tomb	wtll	7	-1	-1	Tmb_WTLL	244		-1		-1		-1
2 Tomb	wbr	7	-1	-1	Tmb_WBR	245		-1		-1		-1
2 Tomb	wtr	7	-1	-1	Tmb_WTR	243		-1		-1		-1
2 Tomb	wbl	7	-1	-1	Tmb_WBL	242		-1		-1		-1
2 Tomb	wld	7	0	0	Tmb_WLD 1	247		-1		-1		-1
2 Tomb	wr	8	-1	-1	Tmb_WR A	240		-1		-1		-1
2 Tomb	wl	8	-1	-1	Tmb_WL A	241		-1		-1		-1
2 Tomb	wtlr	8	-1	-1	Tmb_WTLL	244		-1		-1		-1
2 Tomb	wtll	8	-1	-1	Tmb_WTLL	244		-1		-1		-1
2 Tomb	wbr	8	-1	-1	Tmb_WBR	245		-1		-1		-1
2 Tomb	wtr	8	-1	-1	Tmb_WTR	243		-1		-1		-1
2 Tomb	wbl	8	-1	-1	Tmb_WBL	242		-1		-1		-1
2 Tomb	wld	8	1	1	Tmb_WL A	241		-1		-1		-1
2 Tomb	wrd	0	1	1	Tmb_WRE 1	248		-1		-1		-1
2 Tomb	wrd	0	0	0	Tmb_WR A	240		-1		-1		-1
2 Tomb	wr	9	0	0	Tmb_STR R1	253		-1		-1		-1
2 Tomb	wr	9	1	1	Tmb_STR R2	254		-1		-1		-1
2 Tomb	wr	9	2	2	Tmb_STR R1	253		-1		-1		-1
2 Tomb	wr	9	3	3	Tmb_STR R2	254		-1		-1		-1
2 Tomb	wl	9	0	0	Tmb_STR L2	252		-1		-1		-1
2 Tomb	wl	9	1	1	Tmb_STR L1	251		-1		-1		-1
2 Tomb	wl	9	2	2	Tmb_STR L2	252		-1		-1		-1
2 Tomb	wl	9	3	3	Tmb_STR L1	251		-1		-1		-1
2 Tomb	wl	16	3	5	Bridge	392		-1		-1		-1
2 Tomb	wbr	16	1	1	Bridge	392		-1		-1		-1
2 Tomb	fl	17	16	16	platform_16	395		-1		-1		-1
2 Tomb	fl	17	17	17	platform_17	396		-1		-1		-1
2 Tomb	fl	17	18	18	platform_18	397		-1		-1		-1
2 Tomb	fl	17	13	13	platform_13	398		-1		-1		-1
2 Tomb	fl	17	8	8	platform_8	399		-1		-1		-1
2 Tomb	fl	49	43	43	Tmb_Vpr_Alter49/43	336		-1		-1		-1
2 Tomb	fl	48	30	30	Tmb_Vpr_str48/30	255		-1		-1		-1
2 Tomb	wr	48	-1	-1	Tmb_WR A	240		-1		-1		-1
2 Tomb	wl	48	-1	-1	Tmb_WL A	241		-1		-1		-1
2 Tomb	wtlr	48	-1	-1	Tmb_WTLL	244		-1		-1		-1
2 Tomb	wtll	48	-1	-1	Tmb_WTLL	244		-1		-1		-1
2 Tomb	wbr	48	-1	-1	Tmb_WBR	245		-1		-1		-1
2 Tomb	wtr	48	-1	-1	Tmb_WTR	243		-1		-1		-1
2 Tomb	wbl	48	-1	-1	Tmb_WBL	242		-1		-1		-1
2 Tomb	co	48	-1	-1	Tmb_WBR	245		-1		-1		-1
2 Sewer	wr	0	1	1	S WR2	237		-1		-1		-1
2 Sewer	wl	0	1	1	S WL2	238		-1		-1		-1
2 Sewer	wr	0	-1	-1	S WR	231		-1		-1		-1
2 Sewer	wl	0	-1	-1	S WL	232		-1		-1		-1
2 Sewer	wtlr	0	-1	-1	S WTLL	235		-1		-1		-1
2 Sewer	wtll	0	-1	-1	S WTLL	235		-1		-1		-1
2 Sewer	wbr	0	-1	-1	S CO	236		-1		-1		-1
2 Sewer	wtr	0	-1	-1	S WTR	234		-1		-1		-1
2 Sewer	wbl	0	-1	-1	S WBL	233		-1		-1		-1
2 Sewer	wrd	0	-1	-1	WRD A	26		-1		-1		-1
2 Sewer	wrd	0	-1	-1	WRD B	27		-1		-1		-1
2 Sewer	wld	0	-1	-1	WLD A	28		-1		-1		-1
2 Sewer	wld	0	-1	-1	WLD B	29		-1		-1		-1
2 Sewer	wld	2	0	0	S LE 01	225		-1		-1		-1
2 Sewer	wld	2	1	1	S LE 02	226		-1		-1		-1
2 Sewer	wr	2	4	4	S WR 24	224		-1		-1		-1
2 Sewer	fl	2	0	0	S down00	228		-1		-1		-1
2 Sewer	fl	2	1	1	S down03	229		-1		-1		-1
2 Sewer	fl	2	2	2	S down01	230		-1		-1		-1
2 Sewer	fl	2	3	3	S down02	227		-1		-1		-1
2 Sewer	wre	0	0	0	WRE A	30		-1		-1		-1
2 Sewer	wre	0	1	1	WRE B	31		-1		-1		-1
2 Sewer	wle	0	0	0	WLE A	32		-1		-1		-1
2 Sewer	wle	0	1	1	WLE B	33		-1		-1		-1
2 Sewer	wr	1	1	1	S WR2	237		-1		-1		-1
2 Sewer	wl	1	1	1	S WL2	238		-1		-1		-1
2 Sewer	wr	1	-1	-1	S WR	231		-1		-1		-1
2 Sewer	wl	1	-1	-1	S WL	232		-1		-1		-1
2 Sewer	wtlr	1	-1	-1	S WTLL	235		-1		-1		-1
2 Sewer	wtll	1	-1	-1	S WTLL	235		-1		-1		-1
2 Sewer	wbr	1	-1	-1	S CO	236		-1		-1		-1
2 Sewer	wtr	1	-1	-1	S WTR	234		-1		-1		-1
2 Sewer	wbl	1	-1	-1	S WBL	233		-1		-1		-1
2 Sewer	wr	2	-1	-1	S WR	231		-1		-1		-1
2 Sewer	wl	2	-1	-1	S WL	232		-1		-1		-1
2 Sewer	wtlr	2	0	1	S WTLL	235		-1		-1		-1
2 Sewer	wtlr	2	2	2	S wtlrexit	239		-1		-1		-1
2 Sewer	wtll	2	0	1	S WTLL	235		-1		-1		-1
2 Sewer	wbr	2	-1	-1	S CO	236		-1		-1		-1
2 Sewer	co	2	-1	-1	S CO	236		-1		-1		-1
2 Sewer	wtr	2	-1	-1	S WTR	234		-1		-1		-1
2 Sewer	wbl	2	-1	-1	S WBL	233		-1		-1		-1
2 Sewer	fl	4	20	20	Waypoint	307		-1		-1		-1
2 Arcane	fl	0	-1	-1	Arcane_fla	337	Arcane_flb	338		-1		-1
2 Arcane	fl	1	3	3	Arcane_str14	503		-1		-1		-1
2 Arcane	fl	1	4	4	Arcane_str13	502		-1		-1		-1
2 Arcane	fl	1	7	7	Arcane_str18	501		-1		-1		-1
2 Arcane	fl	1	9	9	Arcane_str19	500		-1		-1		-1
2 Arcane	fl	1	16	16	Arcane_str16	518		-1		-1		-1
2 Arcane	fl	1	22	22	Arcane_str22	519		-1		-1		-1
2 Arcane	wrd	0	0	0	Arcane_Portal	339		-1		-1		-1
3 Town	fl	3	37	37	Waypoint	307		-1		-1		-1
3 Town	wr	3	12	12	T3_pyra01	538		-1		-1		-1
3 Town	wl	3	0	0	T3_pyra02	539		-1		-1		-1
3 Town	wl	3	2	2	T3_wl_32	580		-1		-1		-1
3 Town	wl	3	3	3	T3_wl_33	581		-1		-1		-1
3 Town	wr	3	2	2	T3_wr_32	582		-1		-1		-1
3 Town	wr	3	3	3	T3_wr_33	583		-1		-1		-1
3 Town	wr	3	6	6	T3_wr_36	584		-1		-1		-1
3 Town	wr	3	7	7	T3_wr_37	585		-1		-1		-1
3 Town	wl	3	6	6	T3_wl_36	586		-1		-1		-1
3 Town	wl	3	7	7	T3_wl_37	587		-1		-1		-1
3 Town	wl	3	10	10	T3_wl_310	588		-1		-1		-1
3 Town	wr	3	10	10	T3_wr_310	589		-1		-1		-1
3 Town	wl	3	11	11	T3_wl_311	590		-1		-1		-1
3 Town	wl	3	12	12	T3_wl_312	591		-1		-1		-1
3 Town	wl	3	13	13	T3_wl_313	592		-1		-1		-1
3 Town	wl	3	14	14	T3_wl_314	593		-1		-1		-1
3 Town	wl	3	15	15	T3_wl_315	594		-1		-1		-1
3 Town	wl	3	16	16	T3_wl_316	595		-1		-1		-1
3 Town	fl	3	25	32	T3_grnd01	533	T3_grnd02	534		-1		-1
3 Town	fl	3	40	47	T3_grnd01	533	T3_grnd02	534		-1		-1
3 Town	fl	3	51	51	T3_grnd01	533	T3_grnd02	534		-1		-1
3 Town	fl	3	53	54	T3_grnd01	533	T3_grnd02	534		-1		-1
3 Town	fl	5	20	20	T3_grnd01	533	T3_grnd02	534		-1		-1
3 Town	fl	7	20	22	T3_grnd01	533	T3_grnd02	534		-1		-1
3 Town	fl	7	28	28	T3_grnd01	533	T3_grnd02	534		-1		-1
3 Town	fl	8	24	24	T3_grnd01	533	T3_grnd02	534		-1		-1
3 Town	fl	8	32	32	T3_WR	381		-1		-1		-1
3 Town	fl	8	44	45	T3_grnd01	533	T3_grnd02	534		-1		-1
3 Town	fl	9	0	0	T3_grnd01	533	T3_grnd02	534		-1		-1
3 Town	fl	9	25	25	T3_grnd01	533	T3_grnd02	534		-1		-1
3 Town	fl	9	27	27	T3_grnd01	533	T3_grnd02	534		-1		-1
3 Town	fl	9	36	37	T3_grnd01	533	T3_grnd02	534		-1		-1
3 Town	fl	9	41	41	T3_grnd01	533	T3_grnd02	534		-1		-1
3 Town	fl	9	39	39	T3_grnd01	533	T3_grnd02	534		-1		-1
3 Town	fl	9	29	29	T3_grnd01	533	T3_grnd02	534		-1		-1
3 Town	wr	4	-1	-1	G_WR	80		-1		-1		-1
3 Town	wl	4	-1	-1	G_WL	81		-1		-1		-1
3 Town	wtlr	4	-1	-1	G_WTLL	84		-1		-1		-1
3 Town	wtll	4	-1	-1	G_WTLL	84		-1		-1		-1
3 Town	wbr	4	-1	-1	G_WBR	85		-1		-1		-1
3 Town	wtr	4	-1	-1	G_WTR	83		-1		-1		-1
3 Town	wbl	4	-1	-1	G_WBL	82		-1		-1		-1
3 Town	fl	10	0	0	River_A	520	River_B	521	River_C	522		-1
3 Town	fl	4	1	1	bridgeLt	568		-1		-1		-1
3 Town	fl	4	5	5	bridgeLt	568		-1		-1		-1
3 Town	fl	4	9	9	bridgeLt	568		-1		-1		-1
3 Town	fl	4	12	12	bridgeLt	568		-1		-1		-1
3 Town	fl	4	15	15	bridgeLt	568		-1		-1		-1
3 Town	fl	4	20	20	bridgeLt	568		-1		-1		-1
3 Town	fl	4	34	34	bridgeLt	568		-1		-1		-1
3 Town	fl	4	38	38	bridgeLt	568		-1		-1		-1
3 Town	fl	4	42	42	bridgeLt	568		-1		-1		-1
3 Town	fl	4	46	46	bridgeLt	568		-1		-1		-1
3 Town	fl	4	50	50	bridgeLt	568		-1		-1		-1
3 Town	fl	4	2	2	bridgeLb	569		-1		-1		-1
3 Town	fl	4	6	6	bridgeLb	569		-1		-1		-1
3 Town	fl	4	10	10	bridgeLb	569		-1		-1		-1
3 Town	fl	4	13	13	bridgeLb	569		-1		-1		-1
3 Town	fl	4	16	16	bridgeLb	569		-1		-1		-1
3 Town	fl	4	21	21	bridgeLb	569		-1		-1		-1
3 Town	fl	4	33	33	RB_WL _T	523		-1		-1		-1
3 Town	fl	4	35	35	bridgeLb	569		-1		-1		-1
3 Town	fl	4	39	39	bridgeLb	569		-1		-1		-1
3 Town	fl	4	36	36	RB_WL _T	523		-1		-1		-1
3 Town	fl	4	40	40	River_A	520	River_B	521	River_C	522		-1
3 Town	fl	4	43	43	bridgeLb	569		-1		-1		-1
3 Town	fl	4	47	47	bridgeLb	569		-1		-1		-1
3 Town	fl	4	51	51	bridgeLb	569		-1		-1		-1
3 Town	fl	4	33	33	bridge Lt/jungle	567		-1		-1		-1
3 Town	fl	4	36	36	bridge Lb/jungle	596		-1		-1		-1
3 Town	fl	5	32	32	T3_BT_532	576		-1		-1		-1
3 Town	fl	5	29	29	T3_BT_529	577		-1		-1		-1
3 Town	fl	5	18	18	T3_BT_518	578		-1		-1		-1
3 Town	fl	5	13	13	T3_BT_513	579		-1		-1		-1
3 Town	fl	5	12	13	filler	282		-1		-1		-1
3 Town	fl	5	18	19	filler	282		-1		-1		-1
3 Town	fl	5	24	25	filler	282		-1		-1		-1
3 Town	wr	5	10	12	G_WR	80		-1		-1		-1
3 Town	wr	5	13	14	G_WR	80		-1		-1		-1
3 Town	wl	5	53	53	G_WL	81		-1		-1		-1
3 Town	wbr	5	14	14	G_WBR	85		-1		-1		-1
3 Town	fl	6	0	0	T3_RC	391		-1		-1		-1
3 Town	fl	6	1	1	T3_WTR	384		-1		-1		-1
3 Town	fl	6	2	2	T3_WR2	387		-1		-1		-1
3 Town	fl	6	3	3	T3_WBR2	389		-1		-1		-1
3 Town	fl	6	4	4	T3_WR2	387		-1		-1		-1
3 Town	fl	6	5	5	T3_WL2	386		-1		-1		-1
3 Town	fl	6	7	7	T3_WTLL	382		-1		-1		-1
3 Town	fl	6	8	8	T3_WR	381		-1		-1		-1
3 Town	fl	6	9	9	T3_WBR	383		-1		-1		-1
3 Town	fl	6	13	13	T3_WBR	383		-1		-1		-1
3 Town	fl	6	10	10	T3_WL	380		-1		-1		-1
3 Town	fl	6	15	15	T3_WL2	386		-1		-1		-1
3 Town	fl	6	18	18	T3_WL	380		-1		-1		-1
3 Town	fl	6	20	20	T3_WL	380		-1		-1		-1
3 Town	fl	6	22	22	T3_WL	380		-1		-1		-1
3 Town	fl	6	24	26	T3_WR	381		-1		-1		-1
3 Town	fl	6	29	31	T3_WR2	387		-1		-1		-1
3 Town	fl	6	32	33	T3_WL2	386		-1		-1		-1
3 Town	fl	6	14	14	T3_WR	381		-1		-1		-1
3 Town	fl	6	15	15	G_WLE 2	99		-1		-1		-1
3 Town	fl	6	16	16	T3_WR	381		-1		-1		-1
3 Town	fl	6	18	18	G_WLE 2	99		-1		-1		-1
3 Town	fl	6	20	20	G_WLE 2	99		-1		-1		-1
3 Town	fl	6	22	22	G_WLE 2	99		-1		-1		-1
3 Town	fl	6	24	26	G_WLE 2	99		-1		-1		-1
3 Town	fl	6	29	33	G_WLE 2	99		-1		-1		-1
3 Town	fl	7	0	6	T3_WR	381		-1		-1		-1
3 Town	fl	7	23	23	T3_WBL	385		-1		-1		-1
3 Town	wl	7	0	6	G_WLE 2	99		-1		-1		-1
3 Town	wl	7	23	23	G_WLE 2	99		-1		-1		-1
3 Town	fl	7	34	34	T3_WL	380		-1		-1		-1
3 Town	fl	7	32	32	T3_WL	380		-1		-1		-1
3 Town	fl	7	29	29	T3_WL	380		-1		-1		-1
3 Town	wl	7	53	53	wl_walkway	280		-1		-1		-1
3 Town	wl	7	55	55	wl_walkway	280		-1		-1		-1
3 Town	wl	7	57	57	wl_walkway	280		-1		-1		-1
3 Town	fl	7	53	53	wl_walkway	280		-1		-1		-1
3 Town	fl	7	54	54	T3_WR	381		-1		-1		-1
3 Town	fl	7	55	55	wl_walkway	280		-1		-1		-1
3 Town	fl	7	57	57	wl_walkway	280		-1		-1		-1
3 Town	fl	8	0	0	wr_walkway	281		-1		-1		-1
3 Town	fl	8	2	2	wr_walkway	281		-1		-1		-1
3 Town	fl	8	4	4	wr_walkway	281		-1		-1		-1
3 Town	fl	8	6	6	wr_walkway	281		-1		-1		-1
3 Town	fl	8	8	8	wr_walkway	281		-1		-1		-1
3 Town	fl	8	12	12	wl_walkway	280		-1		-1		-1
3 Town	fl	8	14	14	wl_walkway	280		-1		-1		-1
3 Town	fl	8	16	16	wl_walkway	280		-1		-1		-1
3 Town	fl	8	18	18	wl_walkway	280		-1		-1		-1
3 Town	fl	8	20	20	wl_walkway	280		-1		-1		-1
3 Town	fl	8	25	25	wl_walkway	280		-1		-1		-1
3 Town	fl	8	26	26	T3_WL	380		-1		-1		-1
3 Town	fl	8	27	27	wr_walkway	281		-1		-1		-1
3 Town	fl	8	30	30	G_WLE 2	99		-1		-1		-1
3 Town	fl	8	31	31	wl_walkway	280		-1		-1		-1
3 Town	fl	8	32	32	T3_WR	381		-1		-1		-1
3 Town	fl	8	33	33	wl_walkway	280		-1		-1		-1
3 Town	fl	8	36	36	wl_walkway	280		-1		-1		-1
3 Town	fl	8	38	38	wl_walkway	280		-1		-1		-1
3 Town	fl	8	39	39	T3_WR2	387		-1		-1		-1
3 Town	fl	8	40	40	wr_walkway	281		-1		-1		-1
3 Town	fl	8	42	42	wr_walkway	281		-1		-1		-1
3 Town	fl	8	43	43	T3_WL2	386		-1		-1		-1
3 Town	fl	8	48	48	filler	282		-1		-1		-1
3 Town	fl	8	49	49	wr_walkway	281		-1		-1		-1
3 Town	fl	8	50	50	wl_walkway	280		-1		-1		-1
3 Town	fl	8	52	52	wr_walkway	281		-1		-1		-1
3 Town	fl	8	56	56	wl_walkway	280		-1		-1		-1
3 Town	fl	9	1	1	T3_WBR	383		-1		-1		-1
3 Town	fl	9	2	2	T3_WL	380		-1		-1		-1
3 Town	fl	9	3	3	T3_WL	380		-1		-1		-1
3 Town	fl	9	4	4	T3_WR2	387		-1		-1		-1
3 Town	fl	9	5	5	T3_WTLL2	388		-1		-1		-1
3 Town	fl	9	6	6	G_WLE 2	99		-1		-1		-1
3 Town	fl	9	7	7	T3_WL2	386		-1		-1		-1
3 Town	fl	9	8	9	T3_WR	381		-1		-1		-1
3 Town	fl	9	10	10	G_WLE 2	99		-1		-1		-1
3 Town	fl	9	11	11	G_WLE 2	99		-1		-1		-1
3 Town	fl	9	12	12	G_WLE 2	99		-1		-1		-1
3 Town	fl	9	13	13	G_WLE 2	99		-1		-1		-1
3 Town	fl	9	14	14	G_WLE 2	99		-1		-1		-1
3 Town	fl	9	15	15	marker	334		-1		-1		-1
3 Town	fl	9	16	16	marker	335		-1		-1		-1
3 Town	fl	9	17	17	G_WLE 2	99		-1		-1		-1
3 Town	fl	9	18	18	G_WLE 2	99		-1		-1		-1
3 Town	fl	9	19	19	G_WLE 2	99		-1		-1		-1
3 Town	fl	9	20	20	T3_WTLL	382		-1		-1		-1
3 Town	fl	9	21	21	T3_RC	391		-1		-1		-1
3 Town	fl	9	22	22	T3_LC	390		-1		-1		-1
3 Town	fl	9	23	23	T3_WBR2	389		-1		-1		-1
3 Town	fl	9	24	24	G_WLE 2	99		-1		-1		-1
3 Town	fl	9	26	26	T3_WL	380		-1		-1		-1
3 Town	fl	9	28	28	T3_WL	380		-1		-1		-1
3 Town	fl	9	31	31	T3_WR	381		-1		-1		-1
3 Town	fl	9	32	32	T3_WR	381		-1		-1		-1
3 Town	fl	9	34	35	T3_WR2	387		-1		-1		-1
3 Town	fl	9	38	38	T3_WL2	386		-1		-1		-1
3 Town	fl	9	40	40	T3_WL2	386		-1		-1		-1
3 Town	wbl	10	0	0	HA_LL100	540		-1		-1		-1
3 Town	wl	10	1	1	HA_WL101	541		-1		-1		-1
3 Town	wr	10	4	4	HB_WR104	542		-1		-1		-1
3 Town	wr	10	2	2	HB_WR102	543		-1		-1		-1
3 Town	wl	10	2	2	HB_WL102	544		-1		-1		-1
3 Town	wbl	10	1	1	HC_WBL102	545		-1		-1		-1
3 Town	wl	10	4	4	HC_WL104	546		-1		-1		-1
3 Town	fl	10	41	41	wr_walkway	281		-1		-1		-1
3 Town	wr	12	0	0	SMTH_WR120	547		-1		-1		-1
3 Town	wl	12	3	3	SMTH_WR123	548		-1		-1		-1
3 Town	wr	12	1	1	SMTH_WR121	549		-1		-1		-1
3 Town	wr	12	6	6	SMTH_WR126	550		-1		-1		-1
3 Town	wr	12	1	1	SMTH_WR121	551		-1		-1		-1
3 Town	wl	12	0	0	SMTH_WL122	552		-1		-1		-1
3 Town	fl	12	22	22	wl_walkway	280		-1		-1		-1
3 Town	fl	12	28	28	wl_walkway	280		-1		-1		-1
3 Town	fl	12	32	32	wl_walkway	280		-1		-1		-1
3 Town	fl	12	20	21	T3_WR	381		-1		-1		-1
3 Town	fl	12	23	24	T3_WR	381		-1		-1		-1
3 Town	fl	12	25	25	T3_WBR	383		-1		-1		-1
3 Town	fl	12	11	11	T3_WL	380		-1		-1		-1
3 Town	fl	12	18	18	T3_WL	380		-1		-1		-1
3 Town	fl	12	29	29	T3_grnd01	533	T3_grnd02	534		-1		-1
3 Town	fl	12	13	15	T3_grnd01	533	T3_grnd02	534		-1		-1
3 Town	fl	12	7	9	T3_grnd01	533	T3_grnd02	534		-1		-1
3 Town	fl	13	17	17	T3_ASH_13_17	558		-1		-1		-1
3 Town	fl	13	24	24	T3_ASH_13_24	559		-1		-1		-1
3 Town	fl	13	43	43	T3_ASH_13_43	560		-1		-1		-1
3 Town	fl	13	45	45	T3_ASH_13_45	561		-1		-1		-1
3 Town	fl	13	19	19	T3_ASH_13_19	562		-1		-1		-1
3 Town	fl	13	35	35	T3_ASH_13_35	563		-1		-1		-1
3 Town	fl	13	21	21	T3_ASH_13_21	564		-1		-1		-1
3 Town	fl	13	37	37	T3_ASH_13_37	565		-1		-1		-1
3 Town	fl	13	30	30	T3_ASH_13_30	566		-1		-1		-1
3 Town	wr	13	1	1	AK_WR1301	556		-1		-1		-1
3 Town	wl	13	2	2	AK_WL1302	557		-1		-1		-1
3 Town	wr	14	6	-1	G_WR	80		-1		-1		-1
